person,received_offer_counts,viewed_rates,completed_rates,pro_bogo-10-10-5,pro_bogo-10-10-7,pro_bogo-5-5-5,pro_bogo-5-5-7,pro_discount-2-10-10,pro_discount-2-10-7,pro_discount-3-7-7,pro_discount-5-20-10,pro_informational-0-0-3,time_spent,avg_sales_norm,avg_sales_pro,tnp_count,tp_count,trans_pro_ratio,trans_count,trans_per_hr,have_pi,gen_F,gen_M,gen_O,gen_UN,age_0-20,age_21-40,age_41-60,age_61-80,age_80+,inc_0-20k,inc_20-40k,inc_40-60k,inc_60-80k,inc_80-100k,inc_100-120k,mem_2013,mem_2014,mem_2015,mem_2016,mem_2017,mem_2018
098b861b283940bcb24ec4dc78f16cc0,1,1.0,1.0,0,0,0,0,0,0,0,1,0,72,9.585,21.55,2.0,1.0,0.3333333333333333,3.0,0.041666666666666664,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
098d124614df4e4b862d678160b98638,2,0.0,0.0,0,0,0,1,0,0,0,0,0,450,1.1849999999999998,,6.0,,,,,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
098d957407b44982a3debf3337aa6b9c,3,1.0,0.3333333333333333,0,0,0,0,1,0,0,0,1,444,6.7475,6.9750000000000005,4.0,6.0,0.6,10.0,0.02252252252252252,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0990624579434298afa4aa83a1202e72,3,1.0,0.3333333333333333,1,0,0,0,0,0,0,0,1,66,27.23,22.69,1.0,1.0,0.5,2.0,0.030303030303030304,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
09916e16312345b6a9bed4b77e0211c3,4,1.0,1.0,1,0,1,0,0,1,0,1,0,480,15.6875,14.024000000000001,8.0,5.0,0.38461538461538464,13.0,0.027083333333333334,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
09926978a42248f08791fe53fc7ac085,4,0.5,0.75,0,0,0,1,1,1,1,0,0,168,20.286666666666665,31.165,3.0,2.0,0.4,5.0,0.02976190476190476,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0999506e6713408b96827816f547f0ff,1,1.0,1.0,0,0,0,0,0,1,0,0,0,402,23.93,17.15,2.0,1.0,0.3333333333333333,3.0,0.007462686567164179,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
09a232cdf36d4d2b9d23a860493ce998,3,0.6666666666666666,1.0,0,0,1,1,0,0,1,0,0,468,6.951666666666667,7.38,6.0,4.0,0.4,10.0,0.021367521367521368,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
09a5c16b6b9d4aa8a6d1301620c0e900,3,0.6666666666666666,0.0,0,1,1,1,0,0,0,0,0,444,1.45,3.3433333333333333,3.0,6.0,0.6666666666666666,9.0,0.02027027027027027,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
09a6798f587a404c8c44a2cd5fd2d940,1,1.0,1.0,1,0,0,0,0,0,0,0,0,258,15.116666666666665,10.77,3.0,1.0,0.25,4.0,0.015503875968992248,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
09ac1d69e9f74deb835ecdfac30ae8f1,3,1.0,0.3333333333333333,1,1,0,0,0,0,0,0,0,306,13.719999999999999,12.22,4.0,1.0,0.2,5.0,0.016339869281045753,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
09b7c854b70f495d883b9004d83d0137,1,1.0,0.0,0,0,0,1,0,0,0,0,0,90,0.795,,2.0,,,,,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
09bed795bc814b4e9ab2cad8f8b78fc0,2,0.5,0.5,0,0,0,1,0,1,0,0,0,288,29.975,21.77,2.0,1.0,0.3333333333333333,3.0,0.010416666666666666,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
09c361194dfa428e9b859561d7ea8188,3,1.0,0.6666666666666666,2,0,1,0,0,0,0,0,0,492,15.983333333333334,25.67,3.0,2.0,0.4,5.0,0.01016260162601626,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
09c944213971466cba17010979413eaa,1,1.0,0.0,0,0,1,0,0,0,0,0,0,6,2.175,,2.0,,,,,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
09c957e5a4ac4c339b25fe08b12cd921,3,1.0,0.6666666666666666,1,0,1,0,1,0,0,0,0,372,8.82,8.213333333333333,4.0,3.0,0.42857142857142855,7.0,0.01881720430107527,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
09cb1b009f154a9a93af117920ddb353,2,1.0,0.5,0,0,0,0,0,0,0,1,0,270,14.555,21.66,2.0,1.0,0.3333333333333333,3.0,0.011111111111111112,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
09ccb706f86c4d1ca7a35d054caa9fb5,3,0.6666666666666666,0.6666666666666666,0,1,1,1,0,0,0,0,0,336,8.18,3.3333333333333335,2.0,12.0,0.8571428571428571,14.0,0.041666666666666664,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
09ccc48287ba46f59a92d9ed89dec344,4,0.5,0.75,0,0,0,1,1,0,0,1,0,360,9.4375,11.726666666666667,8.0,3.0,0.2727272727272727,11.0,0.030555555555555555,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
09d8cabe7017456da71f0a8fb4bf4b3d,1,1.0,0.0,0,1,0,0,0,0,0,0,0,204,5.6066666666666665,,3.0,,,,,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
09dc6bc32ad74886b405dc2f455ddb4e,3,1.0,0.0,0,0,0,0,0,0,0,0,2,384,24.174999999999997,23.01,2.0,2.0,0.5,4.0,0.010416666666666666,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
09dee7958cca49c3b32e3b3cf8ed1165,1,1.0,0.0,0,0,0,0,0,0,0,0,1,162,17.880000000000003,20.45,2.0,2.0,0.5,4.0,0.024691358024691357,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
09e73eeb14874fe69467f8c123091f50,2,1.0,0.0,1,0,0,0,1,0,0,0,0,0,,9.63,,1.0,,,,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
09e7e40eb89943458f4f79fe2e023dd6,4,0.25,0.0,0,0,0,0,1,2,0,0,0,198,2.9766666666666666,6.19,3.0,1.0,0.25,4.0,0.020202020202020204,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
09f61d1d6e05402ca923d614dda52d57,2,1.0,0.0,0,0,0,0,0,1,0,0,1,102,1.5533333333333335,,3.0,,,,,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
09f6c78df51047dbb554388ca1e514b9,1,0.0,0.0,0,0,1,0,0,0,0,0,0,0,8.9,,1.0,,,,,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
09f9c7a696c340cf988d9a38c8a495e2,2,0.5,0.5,0,1,0,0,0,0,0,0,0,66,25.29,19.29,1.0,1.0,0.5,2.0,0.030303030303030304,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0a0034a3fe9644d49d77729378751043,2,0.0,0.5,0,0,0,1,0,1,0,0,0,498,2.4785714285714286,1.6033333333333335,7.0,3.0,0.3,10.0,0.020080321285140562,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
0a00603b2632477983033b51a5a05a73,3,1.0,0.0,1,0,0,0,0,1,0,0,1,210,,2.0866666666666664,,3.0,,,,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0a0730c8bc904102a088b1e2e9b6e7a7,2,0.5,0.5,0,1,0,0,0,0,0,0,0,396,17.433333333333334,24.06,9.0,1.0,0.1,10.0,0.025252525252525252,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0a080bbcdf104247b383fa8fe4e99385,1,1.0,0.0,0,0,1,0,0,0,0,0,0,0,1.8399999999999999,,1.0,,,,,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
0a08679f042649e6b771d3fd7f6d69e7,4,1.0,0.5,0,0,1,1,0,0,0,1,1,480,19.785,14.065999999999999,2.0,5.0,0.7142857142857143,7.0,0.014583333333333334,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0a0bb27cb9904b638d376ad1c6d09e81,2,1.0,1.0,0,0,0,0,1,0,1,0,0,282,26.785,26.435000000000002,4.0,2.0,0.3333333333333333,6.0,0.02127659574468085,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
0a0e0f2c65304dd2ae36d854baac2cbe,3,0.6666666666666666,0.6666666666666666,0,1,0,0,0,0,1,0,0,438,15.966666666666667,11.395,6.0,2.0,0.25,8.0,0.0182648401826484,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0a0e3bd8c3dc4127ada0c58bcf997da7,2,1.0,0.0,0,0,0,0,0,0,0,0,2,372,4.348000000000001,1.7349999999999999,5.0,2.0,0.2857142857142857,7.0,0.01881720430107527,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0a13150de06440bea92ed6aeaadf5b9d,2,1.0,0.5,0,0,0,0,0,1,0,1,0,300,16.12,13.934999999999999,1.0,2.0,0.6666666666666666,3.0,0.01,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0a16939f97dd42e39272e5ea36163a64,3,1.0,0.0,0,1,0,0,0,0,0,0,1,372,,9.04,,2.0,,,,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0a197ecc873f4c04998372999e80ce79,2,0.5,1.0,0,1,0,1,0,0,0,0,0,300,17.073333333333334,16.46,3.0,1.0,0.25,4.0,0.013333333333333334,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
0a20aacc0b0040598997c1a6d829d8e0,2,1.0,0.0,0,0,0,0,0,0,1,0,1,114,,3.7199999999999998,,2.0,,,,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
0a225a4c15904951b5b31d949a0d968a,4,1.0,1.0,1,0,2,1,0,0,0,0,0,390,11.835,12.2425,4.0,4.0,0.5,8.0,0.020512820512820513,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0a28210b220047fb88b58fe001f940c0,2,1.0,0.5,0,0,0,0,1,0,0,0,0,222,24.05,21.28,1.0,1.0,0.5,2.0,0.009009009009009009,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0a2d08c3970c4d2181711b61f4f9cb31,1,1.0,0.0,0,0,0,0,0,0,0,0,1,0,16.98,,1.0,,,,,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0a2d35d038d04a3698c382cc9cb976f9,1,0.0,0.0,0,0,0,0,0,1,0,0,0,258,7.545,,4.0,,,,,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0a34323c7f254960979fb7c6cafa6b3c,3,1.0,0.6666666666666666,1,0,0,0,0,0,0,1,0,480,20.356,14.553333333333333,5.0,3.0,0.375,8.0,0.016666666666666666,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
0a3a378dedac4d5f80aa616e5c8007b3,2,1.0,0.5,0,0,1,0,1,0,0,0,0,192,28.270000000000003,30.88,2.0,1.0,0.3333333333333333,3.0,0.015625,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0a3a8cc5e3d64253b7300797cb07c818,2,1.0,1.0,0,2,0,0,0,0,0,0,0,282,20.94,24.685000000000002,1.0,2.0,0.6666666666666666,3.0,0.010638297872340425,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0a3b7be9b7d44dbc9e02db3b86d19e28,2,1.0,1.0,0,0,0,1,0,0,0,1,0,396,17.56,23.28,1.0,2.0,0.6666666666666666,3.0,0.007575757575757576,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
0a3c4a0c066d49f1ad4eb52987a0fb05,2,1.0,1.0,0,1,0,0,0,0,0,1,0,276,24.765,24.845,4.0,2.0,0.3333333333333333,6.0,0.021739130434782608,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
0a3e6bcfc66445babbaeee2ce9a9fd85,1,1.0,1.0,0,0,0,0,1,0,0,0,0,0,,30.29,,1.0,,,,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0a3fe7f225ef42798190a1654b9a43ac,2,1.0,0.0,0,0,0,0,1,0,0,0,1,228,4.04,1.7933333333333332,1.0,3.0,0.75,4.0,0.017543859649122806,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0a4153113a484ad8bf54b623d9ab3504,1,1.0,1.0,0,0,0,1,0,0,0,0,0,312,25.23,23.13,2.0,1.0,0.3333333333333333,3.0,0.009615384615384616,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0a43626c07724771836f653098a19ec8,2,0.5,1.0,0,0,0,0,1,0,0,1,0,144,22.415,29.99,2.0,1.0,0.3333333333333333,3.0,0.020833333333333332,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
0a47df892c774c7aae037b231baae5db,1,1.0,0.0,0,0,0,0,0,0,0,0,1,84,13.665000000000001,,2.0,,,,,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
0a4a8c491ba646b89638bd32cb9ed0e3,2,1.0,0.5,0,1,0,0,1,0,0,0,0,456,3.763333333333333,5.970000000000001,3.0,4.0,0.5714285714285714,7.0,0.015350877192982455,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0a514b89adbc4ace99b6c22782c6fd71,1,1.0,0.0,0,0,0,0,0,0,0,0,0,216,10.58,17.29,6.0,1.0,0.14285714285714285,7.0,0.032407407407407406,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0a53d7787b594ba79e69cf19de80a8c9,1,1.0,0.0,0,1,0,0,0,0,0,0,0,402,6.086666666666666,2.675,3.0,2.0,0.4,5.0,0.012437810945273632,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0a5431e766764fc09ef2e123c930b212,3,0.6666666666666666,0.0,1,0,0,0,0,0,0,0,1,372,2.9966666666666666,,3.0,,,,,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0a56a31dc8614353abf47c5a027e657b,1,1.0,1.0,0,0,0,0,0,1,0,0,0,438,3.831666666666667,6.695,6.0,2.0,0.25,8.0,0.0182648401826484,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0a56aac1e1b34467aabab91930db6786,3,0.6666666666666666,0.6666666666666666,0,0,1,0,0,0,1,0,0,474,27.67571428571429,24.85,7.0,2.0,0.2222222222222222,9.0,0.0189873417721519,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0a59aabdf1fc4f999711d65fb84c4f90,1,0.0,0.0,0,0,0,0,0,0,0,1,0,474,1.2275,,4.0,,,,,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
0a5bf99f04044a00b1c51b0ab02201af,2,0.5,0.0,0,1,0,0,0,1,0,0,0,294,0.55,4.603333333333333,1.0,3.0,0.75,4.0,0.013605442176870748,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0a5cf2f85cab44efbb4124d5410ee671,1,1.0,0.0,0,0,0,0,0,0,0,0,1,138,5.215,,2.0,,,,,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0a5ecb5b15fa464b8a2f1cb3bcba284c,1,1.0,0.0,1,0,0,0,0,0,0,0,0,0,1.26,,1.0,,,,,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0a6a4f5b66974c8ba7dfdba2ce7a432a,2,1.0,0.0,0,0,1,0,0,1,0,0,0,366,,3.5275,,4.0,,,,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0a6d56d11a9b43bdb6aec1be26ae3f52,2,1.0,1.0,0,0,0,0,2,0,0,0,0,402,7.260000000000001,4.526000000000001,2.0,5.0,0.7142857142857143,7.0,0.017412935323383085,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0a73c45eda784402957f033343dabeed,3,0.6666666666666666,0.3333333333333333,0,0,0,0,1,0,0,1,1,456,12.151428571428571,7.45,7.0,3.0,0.3,10.0,0.021929824561403508,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
0a79a089b9d543438ba577e66e0eea82,2,1.0,1.0,0,1,0,0,0,0,0,1,0,402,24.365000000000002,16.036666666666665,2.0,3.0,0.6,5.0,0.012437810945273632,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0a7ac081fbc147cf827c5df27db32f00,3,0.6666666666666666,0.6666666666666666,0,0,0,0,1,0,1,0,0,294,,33.644999999999996,,2.0,,,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
0a7c7af5e814481b8e4a4a3b6e2f8697,2,0.5,1.0,0,0,0,0,1,0,0,1,0,288,25.73,718.86,5.0,1.0,0.16666666666666666,6.0,0.020833333333333332,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0a85562cbc1d4e92b66d6ff67e629d55,2,0.5,0.0,0,1,0,1,0,0,0,0,0,84,4.31,1.5650000000000002,1.0,2.0,0.6666666666666666,3.0,0.03571428571428571,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
0a892db1033e4da3bc8ac7435f1646d9,3,1.0,0.6666666666666666,1,0,0,0,1,0,0,0,0,396,28.78,19.366666666666664,1.0,3.0,0.75,4.0,0.010101010101010102,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0a8b2a9395314cb2a83f2eaf9b18f018,3,0.6666666666666666,0.0,0,0,0,0,0,1,1,0,1,228,1.33,1.16,1.0,1.0,0.5,2.0,0.008771929824561403,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0a93a485420b4285949568ff618d10df,3,1.0,1.0,0,1,1,0,1,0,0,0,0,408,35.35333333333333,24.026666666666667,3.0,3.0,0.5,6.0,0.014705882352941176,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
0a947767586e4587b06b8ca3efc3c8e7,2,0.5,0.0,0,0,0,0,1,0,0,0,1,72,32.17666666666667,,3.0,,,,,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
0a9749f5782748e2933622664a8309af,1,1.0,1.0,0,0,0,0,0,0,1,0,0,240,21.9275,29.2,4.0,1.0,0.2,5.0,0.020833333333333332,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0a97bf47a35e4668bd43d5d9dde64148,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,3.42,,1.0,,,,,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0a9b887bdf2d41b592ba69549760f191,2,1.0,0.5,0,0,0,0,1,0,1,0,0,330,6.09,3.4133333333333327,1.0,3.0,0.75,4.0,0.012121212121212121,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0a9fe790648c471bb8ee7bd554ce3122,2,0.0,0.0,0,0,0,1,0,0,0,0,0,0,2.05,,1.0,,,,,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
0aad47034065492095f29d3a6003c9f2,2,1.0,0.5,0,0,0,0,0,0,0,1,0,276,20.59,14.75,1.0,2.0,0.6666666666666666,3.0,0.010869565217391304,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0aaeeafa15f44a7fbd10feb66bb9534e,2,1.0,1.0,0,0,1,0,0,1,0,0,0,258,1.4860000000000002,4.387142857142857,5.0,7.0,0.5833333333333334,12.0,0.046511627906976744,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0ab26a89e3494acd922ea9fd0ff938e5,1,1.0,1.0,0,1,0,0,0,0,0,0,0,360,9.67,10.848,4.0,5.0,0.5555555555555556,9.0,0.025,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0ab5c869c82648e88d2780562e7835d8,3,0.3333333333333333,0.3333333333333333,0,0,0,1,0,1,0,0,1,426,3.0866666666666664,1.3233333333333335,6.0,3.0,0.3333333333333333,9.0,0.02112676056338028,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0ab68614da78404e978ce963c230bd45,4,0.25,0.0,0,0,0,0,0,0,0,0,1,0,1.58,,1.0,,,,,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0abb3f3cf3634fd4866a22052f8c9e5f,3,1.0,0.6666666666666666,0,0,0,1,0,0,1,0,0,222,211.85999999999999,21.805,4.0,2.0,0.3333333333333333,6.0,0.02702702702702703,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0abc1b42c9bb48398c8b774e1be725bc,3,0.6666666666666666,0.0,1,0,0,0,0,1,0,0,1,96,0.21,1.1099999999999999,1.0,2.0,0.6666666666666666,3.0,0.03125,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0abf09a9470a46c392425e988493ecef,2,0.5,0.5,0,0,0,0,0,1,0,0,1,426,15.255714285714285,14.906666666666666,7.0,3.0,0.3,10.0,0.023474178403755867,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0ac4004c9f854997b8c9697dc9bbdd8f,2,1.0,0.5,1,0,0,0,0,0,0,0,1,156,13.19,10.885,1.0,4.0,0.8,5.0,0.03205128205128205,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0ac4ad9e2a114350a35d4bd48cb92617,2,1.0,1.0,0,0,0,0,0,0,2,0,0,330,30.63,24.285,1.0,2.0,0.6666666666666666,3.0,0.00909090909090909,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0ac4cc504d9047d3aac00d5c8417f784,2,1.0,1.0,1,0,1,0,0,0,0,0,0,414,22.25,21.159999999999997,4.0,2.0,0.3333333333333333,6.0,0.014492753623188406,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0ac73ba2449646378b3f72a7a677cc3a,2,0.5,0.0,0,0,0,0,0,1,0,0,1,102,4.04,2.36,1.0,1.0,0.5,2.0,0.0196078431372549,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0acaa564f18b418ba642e2a4ff3e028d,2,0.5,1.0,0,1,0,0,0,0,1,0,0,282,28.246666666666666,15.89,3.0,1.0,0.25,4.0,0.014184397163120567,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0acca8aae113433999f7de6a5c32497c,2,1.0,1.0,0,2,0,0,0,0,0,0,0,132,,22.75,,2.0,,,,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
0ad738158c52421eb5db2d42a1ad166c,3,0.0,0.3333333333333333,0,0,1,0,0,1,0,1,0,60,25.535,,2.0,,,,,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
0ad8a9771c59432f9641e48212b2ccb9,1,1.0,0.0,0,1,0,0,0,0,0,0,0,312,0.48,3.526666666666667,1.0,3.0,0.75,4.0,0.01282051282051282,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0ae0111e8e394788879bd78cd520d8a0,3,0.6666666666666666,0.6666666666666666,0,0,1,0,0,1,0,0,1,372,27.651999999999997,27.81,5.0,1.0,0.16666666666666666,6.0,0.016129032258064516,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
0ae29213aca44708a61a65ddac56b0d1,2,0.0,0.0,0,0,0,0,0,0,0,0,1,0,39.13,,1.0,,,,,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0ae3f297443a40f9b081f5dec14e6ad6,3,1.0,0.0,0,0,0,0,0,1,0,0,1,324,4.605,3.2466666666666666,2.0,3.0,0.6,5.0,0.015432098765432098,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0ae565c6ebc5417db7f6d2ee5eaabe72,2,1.0,1.0,1,0,0,0,0,0,1,0,0,456,15.58111111111111,9.934000000000001,9.0,5.0,0.35714285714285715,14.0,0.03070175438596491,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0aea37c300ba4262b523881c7112484d,1,0.0,1.0,0,0,0,1,0,0,0,0,0,54,3.25,,3.0,,,,,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0b0e7c84cee54feebc11f81bb2aa8fb9,2,0.5,0.5,0,0,0,0,1,0,0,0,0,450,28.0325,27.74,12.0,1.0,0.07692307692307693,13.0,0.028888888888888888,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0b12d4acf7224f74a35eba7db6586f57,2,0.5,0.0,0,0,0,0,1,0,0,0,0,492,1.2475,2.34,4.0,2.0,0.3333333333333333,6.0,0.012195121951219513,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0b1b8fa8117043b09e75518860f3ee8d,3,1.0,1.0,0,1,1,0,0,0,1,0,0,402,12.003333333333334,13.9,9.0,3.0,0.25,12.0,0.029850746268656716,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0b21a1c16247452ba0cb77ad3a8bb370,2,0.0,0.0,0,0,0,0,0,0,0,2,0,354,4.140000000000001,1.4100000000000001,2.0,1.0,0.3333333333333333,3.0,0.00847457627118644,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0b250fe9fab14dac96ba542a572da081,2,0.5,1.0,1,0,0,0,0,0,0,1,0,360,32.04,33.6,3.0,1.0,0.25,4.0,0.011111111111111112,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
0b254a1b95384340af47130bc63ee76b,1,1.0,1.0,0,0,1,0,0,0,0,0,0,234,3.0199999999999996,3.81,3.0,2.0,0.4,5.0,0.021367521367521368,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
